number,segment,content,option_a,option_b,option_c,option_d,option_e,score_a,score_b,score_c,score_d,score_e,discussion,sub_category
84,TKP,"Anda bekerja di perbatasan. Wilayah tersebut sama sekali tidak memiliki sinyal internet (Blank Spot), padahal pemerintah pusat mewajibkan semua laporan kinerja desa diinput melalui aplikasi *real-time* berbasis lokasi (*geotagging*). Pegawai lain memalsukan laporan dengan berpindah ke kota. Inovasi integritas Anda...",Ikut memalsukan lokasi (*Fake GPS*) dari kota karena situasinya memang tidak memungkinkan,Menolak membuat laporan dan memarahi kementerian pusat karena kebijakannya buta kondisi lapangan,"Secara periodik mengumpulkan data mentah *offline* di lapangan, pergi ke kota di akhir minggu untuk mengunggahnya secara jujur (*batch upload*), dan mengirim surat telaah resmi ke pusat untuk meminta fitur mode *offline* dengan sinkronisasi tunda (*delayed sync*) bagi wilayah 3T",Menggunakan anggaran desa untuk membeli satelit internet pribadi secara ilegal,Menyuruh warga desa untuk memprotes kebijakan pemerintah pusat,4,3,5,2,1,"TIK & Pelayanan Publik. Mengatasi *Digital Divide* dan kebijakan buta lapangan. Integritas dijaga dengan *batch upload* manual, dan inovasi sistemik diajukan (*delayed sync feature request*) untuk merombak aplikasi agar relevan dengan wilayah 3T (Inklusi TIK).",TIK
85,TKP,"Dalam kericuhan unjuk rasa yang anarkis di depan kantor, massa pendemo mulai membakar fasilitas umum dan merangsek masuk ke lobi. Anda memiliki akses ke *master switch* pintu keamanan elektronik dan *database server* utama kantor. Prioritas *Emergency Response* TIK Anda...",Langsung melarikan diri lewat pintu belakang tanpa mempedulikan kantor,"Mematikan seluruh server secara paksa (hard shutdown) yang berisiko merusak sistem miliaran rupiah, lalu lari","Melakukan *lockdown* pintu elektronik untuk menghambat massa, mengaktifkan protokol *Quick Backup & Secure Shutdown* pada server secara prosedural untuk melindungi data rahasia negara, lalu mengevakuasi diri bersama staf lain ke zona aman",Maju menghadapi massa pendemo sendirian untuk melindungi server dengan nyawa Anda,Membiarkan massa merusak server karena data bisa dikumpulkan lagi dari awal,4,3,5,2,1,"TIK & Profesionalisme. Mitigasi Bencana Fisik (*Physical Breach*). Mengorbankan nyawa (D) tidak proporsional, lari (A) pengecut. *Lockdown* fisik dan *Secure Shutdown* prosedural menjamin data terselamatkan tanpa kerusakan *hardware* fatal (B), lalu evakuasi nyawa.",TIK
86,TKP,Menteri baru mengeluarkan aturan kontroversial yang memaksa pemotongan 30% anggaran vital instansi Anda untuk dialihkan ke proyek 'mercusuar' yang terindikasi memiliki *conflict of interest* dengan bisnis keluarganya. Organisasi mulai lumpuh. Sikap perlawanan birokrasi Anda secara elegan...,Membuat petisi anonim di internet untuk menggulingkan menteri tersebut,Menyewa LSM penggiat anti korupsi untuk mendemo kantor kementerian Anda setiap hari,"Menyusun kertas kerja (Policy Brief) analitik yang menunjukkan proyeksi kelumpuhan layanan publik dan risiko audit kerugian negara, menggalang solidaritas struktural antar-Direktur Jenderal, dan menyampaikannya secara formal berjenjang hingga ke Presiden",Pasrah dan memotong anggaran vital tersebut karena melawan menteri adalah perbuatan sia-sia,Mogok kerja bersama seluruh bawahan Anda sampai aturan tersebut dicabut,4,3,5,2,1,Profesionalisme (Integritas). Melawan oligarki menteri. *Administrative Bravery* dilakukan tidak dengan anarki (B/E) atau pengecut (A). Konsolidasi struktural (*Echelon Solidarity*) dan penyusunan *Policy Brief* berdasar risiko kerugian negara (UU Perbendaharaan Negara) dikirimkan ke otoritas tertinggi (Presiden).,Profesionalisme
87,TKP,"Anda adalah seorang ahli struktur bangunan (ASN PUPR). Anda mendesain sebuah jembatan gantung sesuai spesifikasi, namun pihak kontraktor secara sepihak mengubah kualitas baja penahan beban di lapangan untuk menghemat biaya. Saat inspeksi peresmian, atasan Anda dan kontraktor menjamin jembatan itu aman. Anda menyadari jembatan itu bisa runtuh dalam 2 tahun. Langkah Anda...",Menyetujui peresmian tersebut karena atasan sudah memberikan jaminan dan Anda bebas dari tanggung jawab hukum,Meminta kontraktor membagi hasil penghematan tersebut kepada Anda sebagai kompensasi risiko,"Menolak menandatangani Berita Acara Serah Terima (BAST), membekukan izin operasi jembatan dengan menyertakan perhitungan kekuatan material yang dimanipulasi, serta melaporkan kontraktor tersebut ke aparat penegak hukum atas potensi *mass murder* (pembunuhan massal)",Merusak jembatan tersebut di malam hari agar tidak ada warga yang bisa lewat,Mengundurkan diri diam-diam dari instansi pada hari itu juga agar nama Anda tidak terseret,4,3,5,2,1,"Profesionalisme (Integritas Profesi). Integritas teknokratik (*Engineering Ethics*). Nyawa rakyat (keselamatan publik) dipertaruhkan. Penolakan BAST dan pelaporan aparat (UU Jasa Konstruksi) adalah kewajiban mutlak, meski harus melawan atasan dan korporasi nakal.",Profesionalisme
88,TKP,"Sebuah perusahaan farmasi menawarkan Anda sebagai peneliti negara, untuk menahan publikasi hasil riset Anda yang menemukan efek samping mematikan dari obat laris mereka. Imbalannya, mereka akan mendanai seluruh riset laboratorium Anda selama 10 tahun ke depan, yang sangat berguna bagi penemuan obat lain. Dilema etis Anda diselesaikan dengan...",Menerima tawaran tersebut karena dalam jangka panjang lab Anda akan menyelamatkan lebih banyak nyawa dengan dana tersebut (Utilitarianisme buta),Menyetujui untuk menahan publikasi selama beberapa tahun saja agar perusahaan tersebut sempat memperbaiki formulanya,"Menolak dengan absolut, mempublikasikan hasil riset tersebut segera demi menyelamatkan nyawa publik saat ini (Kategoris Imperatif), dan mencari hibah riset dari jalur negara atau donor independen yang tidak mengikat",Meminta perusahaan tersebut membayar tunai langsung ke rekening Anda agar tidak terlacak sebagai dana riset,Membocorkan data tersebut ke kompetitor perusahaan farmasi agar mereka saling menjatuhkan,4,3,5,2,1,Profesionalisme (Etika Riset). *Scientific Integrity*. Nyawa manusia saat ini tidak bisa ditukar dengan potensi manfaat masa depan (*Fallacy of Utilitarianism*). Etika keilmuan ASN mewajibkan publikasi fakta efek samping mematikan seketika demi perlindungan kesehatan publik.,Profesionalisme
89,TKP,"Anda sedang mengevaluasi seorang PNS junior yang sangat brilian, memiliki banyak inovasi, dan menyelesaikan semua tugas dua kali lebih cepat dari orang lain. Namun, ia memiliki sikap arogan, sering merendahkan rekan kerja yang lebih lambat, dan menciptakan lingkungan kerja yang sangat *toxic*. Keputusan penilaian kinerja (SKP) dan karir Anda untuknya...",Memberikan nilai sempurna dan mempromosikannya dengan cepat karena birokrasi butuh orang pintar yang bekerja cepat,Memecatnya dengan segera karena sikap (*attitude*) adalah segalanya,"Menunda promosinya, memberikan nilai tinggi pada aspek target kerja, namun memberikan nilai buruk pada aspek 'Perilaku Kerja' (BerAKHLAK), serta mewajibkannya mengikuti *coaching/mentoring* kecerdasan emosional secara intensif jika ingin naik jabatan",Menyuruh rekan-rekan lain memusuhinya agar ia sadar diri,Membiarkannya bekerja sendirian di ruangan tertutup agar tidak berinteraksi dengan siapa pun,4,3,5,2,1,"Jejaring Kerja & Profesionalisme. *Talent Management*. Kompetensi keras (*Hard skill*) tidak berguna tanpa kompetensi lunak (*Soft skill*/BerAKHLAK). *Performance appraisal* (SKP) harus objektif: target kerja tinggi, tapi aspek perilaku dikoreksi dengan hukuman tertunda (tunda promosi) + *coaching* emosional.",Profesionalisme
90,TKP,"Dalam penyusunan kebijakan pelarangan tambang ilegal, Anda didekati oleh oknum Jenderal militer berbintang yang menjadi 'beking' tambang tersebut. Ia mengancam keselamatan fisik Anda dan keluarga jika kebijakan tersebut tidak diringankan. Negara menuntut Anda bersih, namun nyawa keluarga Anda terancam nyata. Mitigasi terukur Anda...",Mengalah dan meringankan kebijakan tersebut karena nyawa keluarga adalah segala-galanya dan negara tidak bisa melindunginya,Melawan Jenderal tersebut dengan membawa preman bayaran untuk menyerang balik,"Tidak mengubah satu huruf pun dalam kebijakan tersebut, memindahkan keluarga Anda ke *safe house* (rumah aman), mendokumentasikan ancaman tersebut, dan menyerahkannya kepada LPSK (Lembaga Perlindungan Saksi dan Korban) serta Panglima TNI/KPK secara rahasia",Mengundurkan diri dari ASN dan membawa keluarga kabur ke luar negeri,Meminta jatah keuntungan dari tambang tersebut sebagai asuransi jiwa keluarga Anda,4,3,5,2,1,Profesionalisme (Integritas) & Bela Negara. Ancaman *backing* bersenjata (*State Capture*). Integritas dijaga dengan tidak merubah produk hukum. Mitigasi keselamatan diatur secara taktis (LPSK/Panglima) tanpa menyerah pada kejahatan oligarki.,Profesionalisme
91,TKP,"Seorang tokoh karismatik di daerah Anda memiliki ribuan pengikut. Dalam ceramahnya, ia mulai secara cerdas menyisipkan doktrin *Takfiri* (mengkafirkan sesama warga negara yang berbeda pandangan dan pejabat negara). Benih radikalisme ini mulai menyebar di kalangan ASN instansi Anda. Intervensi kontra-radikalisme Anda...",Menyerang tokoh tersebut secara fisik di depan pengikutnya,Membuat kebijakan pemecatan langsung tanpa proses sidang bagi ASN yang terindikasi mendengarkan ceramahnya,"Menggandeng tokoh agama moderat dan ulama kharismatik tingkat nasional untuk mengadakan kajian tandingan (counter-narrative) yang menyejukkan di instansi, serta memperketat pemantauan *profiling* kerawanan ASN secara senyap",Melaporkan tokoh tersebut ke PBB atas tuduhan terorisme internasional,Menutup semua rumah ibadah di sekitar kantor agar ASN tidak bisa mendengarkan ceramah apa pun,4,3,5,2,1,"Anti-radikalisme. Doktrin *Takfiri* sangat berbahaya bagi tubuh birokrasi. *Counter-narrative* menggunakan ulama tandingan yang lebih otoritatif membongkar dogma secara teologis, dipadukan dengan *early warning system* (*profiling*) di internal HRD secara rahasia.",Anti-radikalisme
92,TKP,"Anda menemukan bahwa sebuah yayasan amal yatim piatu yang sangat populer dan sering menerima sumbangan dari gaji pegawai di kantor Anda, ternyata merupakan lembaga pendanaan (front organization) dari jaringan teroris internasional. Sikap taktis Anda...",Diam saja dan berhenti menyumbang secara pribadi karena Anda takut menjadi sasaran teroris,"Membocorkan rahasia ini di grup WhatsApp kantor agar semua orang berhenti menyumbang, yang berisiko membuat yayasan tersebut menghancurkan barang bukti","Secara rahasia menyusun laporan lengkap beserta bukti aliran dana, menyerahkannya kepada Densus 88 dan PPATK, serta secara halus mengeluarkan edaran resmi kantor yang mengarahkan sumbangan pegawai ke lembaga Amil Zakat resmi milik negara (seperti BAZNAS) tanpa menyebut status teroris yayasan tersebut",Mendatangi panti asuhan tersebut dan menginterogasi anak-anak yatim piatu di sana,Menuduh semua rekan kerja yang pernah menyumbang sebagai simpatisan teroris,4,3,5,2,1,Anti-radikalisme. Pendanaan Terorisme (UU TPPT). Keberanian melapor ke Densus/PPATK dibarengi strategi pemutusan logistik (*cut-off funding*) secara *smooth* (mengalihkan ke BAZNAS) mencegah kegaduhan atau penghilangan alat bukti oleh sel terorisme.,Anti-radikalisme
93,TKP,"Mantan narapidana terorisme (Napiter) yang telah menjalani masa hukuman dan program deradikalisasi mencoba membuka usaha di desa Anda. Warga desa yang panik dan ketakutan menolaknya secara ekstrem, merusak tempat usahanya, dan mengancam akan membakarnya hidup-hidup. Pendekatan Anda sebagai abdi negara...",Ikut mengusir mantan Napiter tersebut karena eks-teroris tidak akan pernah bisa sembuh,Membiarkan warga main hakim sendiri karena itu bentuk kemarahan yang wajar atas terorisme,"Hadir mendinginkan massa (cooling system), berkoordinasi dengan Bhabinkamtibmas untuk jaminan keamanan, memfasilitasi dialog rekonsiliasi yang menghadirkan saksi/BNPT bahwa ia telah kembali ke pangkuan NKRI, dan mendukung reintegrasi sosialnya di masyarakat",Menyuruh mantan Napiter tersebut melawan warga yang merusak usahanya,Membuat berita hoaks di media sosial bahwa warga desa Anda adalah sekumpulan anarkis,4,3,5,2,1,Anti-radikalisme & Sosial Budaya. Reintegrasi mantan teroris adalah fase paling rawan. Penolakan sosial (stigmatisasi) bisa memicu residivisme (kembali radikal). ASN hadir memfasilitasi rekonsiliasi didukung aparat (BNPT) agar eks-napiter diterima kembali sebagai warga negara.,Anti-radikalisme
94,TKP,Sebuah sekolah menengah di wilayah Anda mewajibkan seluruh siswi (termasuk yang berbeda agama) untuk mengenakan atribut pakaian keagamaan mayoritas dengan dalih 'menjaga keseragaman kearifan lokal'. Siswi yang menolak diancam akan dikeluarkan. Tindakan Anda sebagai Kepala Dinas Pendidikan...,Menyetujui kebijakan tersebut karena kearifan lokal harus diutamakan di atas konstitusi pusat,"Mengeluarkan surat edaran yang mencabut kebijakan sekolah tersebut dengan landasan Bhinneka Tunggal Ika dan HAM (Pasal 29 UUD 1945), serta memberikan sanksi administratif dan *re-edukasi* wawasan kebangsaan kepada kepala sekolah tersebut",Mencabut izin operasional sekolah tersebut dan menutupnya selamanya,Meminta siswi yang berbeda agama untuk mengalah saja demi kedamaian,Membawa kasus ini ke pengadilan hak asasi manusia internasional,4,5,3,2,1,Anti-radikalisme & Sosial Budaya. Intoleransi di institusi pendidikan membunuh Bhinneka Tunggal Ika. Tindakan *Bintang 5* adalah pencabutan aturan inkonstitusional dan penjatuhan sanksi edukatif (*re-edukasi*) bagi Kepsek pembangkang konstitusi HAM.,Anti-radikalisme
95,TKP,"Rekan kerja setim Anda sering mengeluhkan kebijakan pemerintah dan suatu hari menyatakan simpatinya terhadap sebuah organisasi separatis bersenjata yang ingin memisahkan diri dari NKRI, dengan alasan organisasi tersebut memperjuangkan keadilan. Pendekatan Anda dalam menghadapi embrio makar ini...",Menyetujui pendapatnya karena keadilan memang belum merata di Indonesia,Merekam pembicaraan tersebut dan memerasnya agar ia mengerjakan semua tugas Anda,"Melakukan konfrontasi intelektual, menyajikan fakta sejarah integrasi NKRI, mengingatkan sumpah setianya sebagai ASN, dan jika ia semakin radikal atau terlibat secara materiel, mendokumentasikan lalu melaporkannya ke aparat penegak hukum dan kepegawaian",Memukulinya karena telah berkhianat kepada negara,Menghindarinya sama sekali dan tidak pernah mengajaknya bicara lagi,4,3,5,2,1,"Anti-radikalisme & Profesionalisme. ASN dilarang bersimpati pada separatisme (Pelanggaran sumpah setia NKRI). Dialog intelektual (koreksi pandangan) dan peringatan sumpah jabatan adalah langkah pertama, disusul eskalasi pelaporan hierarkis/hukum jika ia terbukti radikal aktif.",Anti-radikalisme
96,TKP,"Sebuah perusahaan asuransi asing menawarkan sistem algoritma berbasis 'Social Credit System' (Skor Kredit Sosial) kepada pemerintah daerah Anda untuk memantau seluruh perilaku warga melalui CCTV dan jejak digital, sebagai syarat mendapatkan layanan publik (seperti e-KTP dan kesehatan). Inovasi ini sangat efisien namun dystopic. Evaluasi Anda...",Menerimanya dengan senang hati karena akan mempermudah kerja pegawai negeri dalam mendisiplinkan warga,"Menolak inovasi tersebut secara fundamental karena melanggar privasi konstitusional warga negara, berpotensi menciptakan rezim otoriter digital yang membatasi hak dasar manusia (kesehatan/identitas), dan mengusulkan penggunaan TIK yang melindungi anonimitas data",Menyetujuinya secara diam-diam dan menggunakannya untuk memata-matai saingan politik atasan Anda,Menerima sistem tersebut tetapi hanya menerapkannya pada warga dari etnis tertentu saja,Menghancurkan seluruh CCTV yang ada di kota sebagai bentuk protes terhadap teknologi,4,5,3,2,1,TIK & Pelayanan Publik. Etika AI dan Hak Asasi Manusia. *Social Credit System* yang membatasi hak konstitusional dasar (kesehatan/KTP) berdasarkan skor perilaku adalah pelanggaran HAM (*mass surveillance dystopia*). ASN teknokrat wajib menolak TIK yang melanggar nilai kemanusiaan (Sila ke-2) dan privasi.,TIK
97,TKP,"Dalam seleksi *Open Bidding* (lelang jabatan) eselon II, Anda diminta menjadi Ketua Panitia Seleksi Independen. Kepala Daerah secara tertutup memanggil Anda dan menyodorkan daftar nama-nama kandidat yang 'harus lulus' karena mereka adalah penyokong dana kampanyenya dulu. Jika Anda menolak, posisi Anda sebagai eselon I akan dilengserkan. Manuver Anda...",Menerima daftar tersebut dan meluluskan mereka semua agar karir Anda selamat,Membocorkan daftar tersebut ke rival politik Kepala Daerah agar mereka saling serang,"Menolak perintah tersebut, menyusun sistem penilaian menggunakan skema *Computer Assisted Test* (CAT) dan *Blind Interview* yang diawasi langsung oleh Komisi Aparatur Sipil Negara (KASN) sehingga intervensi manusia diminimalisir secara sistemik, serta siap menghadapi risiko dilengserkan",Melarikan diri ke luar kota pada hari seleksi agar terhindar dari tanggung jawab,Mengubah daftar tersebut dengan nama-nama keluarga Anda sendiri,4,3,5,2,1,"Profesionalisme (Integritas Sistemik). Jual beli jabatan / Oligarki Politik. Melawan kekuasaan bukan sekadar menolak, tapi mengunci celah kecurangan secara TIK (Sistem CAT & *Blind Interview*) dan melibatkan pelibatan pengawas eksternal (KASN). Bersiap dicopot adalah konsekuensi logis integritas tertinggi.",Profesionalisme
98,TKP,"Anda adalah penyuluh kehutanan. Seorang pengusaha sawit raksasa memberikan 'CSR' miliaran rupiah untuk membangun sekolah dan masjid mewah di desa sekitar hutan lindung. Warga desa menjadi sangat mendukung pengusaha tersebut. Namun, Anda tahu bahwa pengusaha itu sedang merencanakan pembabatan hutan lindung secara masif yang akan menyebabkan banjir bandang di desa tersebut 5 tahun ke depan. Tindakan sosiologis Anda...",Membiarkan saja karena warga desa sudah mendapatkan sekolah dan masjid mewah yang mereka butuhkan saat ini,Menerima uang bungkam dari pengusaha tersebut agar Anda tidak mengganggu proyeknya,"Mendekati tokoh agama di masjid baru tersebut dan tokoh masyarakat, menyajikan pemodelan saintifik (peta risiko banjir bandang) secara sederhana, bahwa hadiah tersebut tidak sebanding dengan kehancuran desa mereka kelak, serta menggalang penolakan ekologis berbasis kesadaran kolektif warga",Membakar alat berat milik pengusaha tersebut secara diam-diam di malam hari,Menulis surat kaleng ke kementerian pusat dan lari dari desa tersebut,4,3,5,2,1,Sosial Budaya & Jejaring Kerja. *Corporate Greenwashing* / *Bribing the community*. Masyarakat dibeli dengan fasilitas. Cara meruntuhkan dukungan warga pada oligarki adalah edukasi bahaya laten (banjir) melalui *influencer* lokal (tokoh agama masjid tersebut) untuk membangun resistensi sipil yang organik dan rasional.,Sosial Budaya
99,TKP,"Kebijakan mutasi besar-besaran yang mendadak membuat sistem *database* kepegawaian kacau. Ratusan pegawai tidak menerima gaji bulan ini, termasuk Anda. Pegawai yang marah berencana mogok kerja nasional yang akan melumpuhkan bandara dan pelabuhan. Langkah Anda sebagai Ketua Serikat Pegawai...",Memimpin aksi mogok kerja nasional tersebut untuk memberi pelajaran keras kepada pemerintah,Memprovokasi pegawai untuk merusak fasilitas kantor sebagai bentuk luapan emosi,"Meredam eskalasi massa, memformulasikan tuntutan perbaikan *database* secara terukur (SLA perbaikan), bernegosiasi dengan Kementerian Keuangan untuk pencairan gaji susulan (rapel) darurat, dan menjamin operasional objek vital negara tidak terganggu demi perekonomian nasional",Diam saja dan membiarkan para pegawai melakukan aksi mogok liar secara tidak terorganisir,Meminta pinjaman dari rentenir untuk menalangi gaji seluruh pegawai,4,3,5,2,1,Jejaring Kerja & Bela Negara. Krisis manajemen birokrasi. Pemogokan objek vital (bandara/pelabuhan) merusak ekonomi negara (Bela Negara). *Union leader* (Ketua serikat) yang profesional melakukan negosiasi terukur (tuntutan rapel darurat/SLA) tanpa menyandera hajat hidup publik.,Jejaring Kerja
100,TKP,"Atasan Anda memiliki inovasi brilian yang sukses menekan angka gizi buruk (*stunting*) di daerah Anda hingga 50%. Ia dipuji secara nasional. Namun, Anda sebagai staf data *back-office* menemukan bahwa kesuksesan tersebut dicapai karena atasan memanipulasi parameter rumus alat ukur timbangan secara *software* agar anak balita terlihat lebih tinggi dari aslinya. Keputusan Anda...",Diam saja karena bagaimanapun daerah Anda sudah mendapat citra yang sangat baik di tingkat nasional,Meminta promosi jabatan kepada atasan sebagai imbalan agar Anda merahasiakan penemuan tersebut,"Mengkompilasi data asli secara terenkripsi, melaporkan skandal manipulasi kesehatan publik ini kepada Kementerian Kesehatan dan Inspektorat secara rahasia (WBS), karena manipulasi data *stunting* akan membahayakan masa depan kecerdasan generasi bangsa (Lost Generation)",Menghapus *software* manipulasi tersebut tanpa memberitahu atasan sehingga datanya kembali jelek mendadak,Membuat viral kasus ini di TikTok agar atasan Anda segera dicopot oleh netizen,4,3,5,2,1,TIK & Profesionalisme. Integritas Data Medis. Memanipulasi parameter ukur (Fraud TIK) untuk citra politik mengorbankan kualitas SDM (*stunting* riil tidak terobati). Skandal ini harus dibongkar secara prosedural (WBS ke Kemenkes) demi menyelamatkan *Lost Generation*.,TIK
101,TKP,"Sebuah kelompok agama menuntut hak eksklusif untuk menjalankan hukum pidana cambuk di wilayah kabupaten Anda karena merasa mereka adalah penduduk asli mayoritas, mengesampingkan KUHP nasional. Tekanan politik lokal sangat kuat mendukung mereka. Pandangan konstitusional Anda dalam forum Forkopimda (Forum Koordinasi Pimpinan Daerah) adalah...",Mendukung tuntutan tersebut agar Anda mendapat dukungan politik untuk menjadi kepala daerah kelak,Berlindung di balik alasan bahwa itu urusan pemerintah pusat dan Anda tidak mau ikut campur,"Secara taktis dan berani memaparkan asas supremasi konstitusi (UUD 1945) dan sistem hukum pidana nasional yang berlaku unifikasi, menegaskan bahwa penerapan hukum pidana paralel di luar Otonomi Khusus yang diatur UU akan memicu disintegrasi bangsa, serta menawarkan mediasi kultural tanpa mengubah sistem hukum",Mengerahkan pasukan militer untuk menangkap seluruh pemimpin kelompok agama tersebut,"Membiarkan hukum cambuk diterapkan khusus untuk penduduk asli saja, sedangkan pendatang memakai KUHP",4,3,5,2,1,Sosial Budaya & Pilar Negara. Konflik unifikasi hukum vs supremasi mayoritas. Hukum pidana (KUHP) bersifat yurisdiksi absolut (kecuali Aceh via UU Otsus). Mengizinkan hukum pidana paralel di daerah biasa (Perda Inkonstitusional) adalah embrio disintegrasi (Negara dalam Negara). Penolakan berbasis Konstitusi Mutlak diperlukan.,Pilar Negara
102,TKP,"Dalam proyek digitalisasi arsip negara, Anda ditugaskan menghancurkan jutaan arsip fisik rahasia intelijen era orde lama. Seorang peneliti asing menawarkan miliaran rupiah untuk membeli sebagian arsip tersebut dengan alasan penelitian sejarah murni. Tidak ada yang akan tahu jika Anda memberikannya. Sikap Anda...",Menjual sebagian kecil arsip yang menurut Anda tidak terlalu penting untuk menambah penghasilan,Menyerahkan arsip tersebut secara gratis demi kemajuan ilmu pengetahuan sejarah dunia,"Menolak dengan absolut, melaksanakan protokol penghancuran arsip rahasia negara (Pulping/Incineration) dengan pengawasan ganda, dan melaporkan upaya pendekatan peneliti asing tersebut sebagai indikasi spionase kepada BIN",Menyimpan arsip tersebut di rumah Anda sebagai koleksi pribadi yang berharga,Membuat salinan digitalnya secara diam-diam dan menjualnya di pasar gelap maya (Dark Web),4,3,5,2,1,Profesionalisme & Bela Negara. Kerahasiaan Negara (State Secrets). Menjual arsip intelijen (meski kuno) kepada pihak asing adalah makar/spionase (Treason). *Incineration* (pemusnahan) sesuai protokol kearsipan (ANRI) dan lapor operasi intelijen asing (BIN) adalah respons kepatuhan tingkat tertinggi.,Profesionalisme
103,TKP,Krisis ekonomi memicu lonjakan angka kejahatan pencurian kelaparan di desa Anda. Sistem keamanan desa yang dikelola oleh ASN kewalahan. Sekelompok pemuda membentuk milisi main hakim sendiri (vigilante) yang sering menyiksa tersangka pencuri hingga tewas di jalanan. Solusi Anda sebagai pamong masyarakat...,Mendukung milisi pemuda tersebut karena terbukti efektif menakuti para pencuri,Membiarkan warga saling bunuh karena Anda kekurangan personel keamanan,"Membubarkan milisi tersebut berkoordinasi dengan kepolisian, merevitalisasi Sistem Keamanan Keliling (Siskamling) berbasis hukum HAM dan gotong royong, serta membuka program lumbung pangan desa (Dapur Umum) untuk mengatasi akar masalah kelaparan",Melarang warga keluar rumah di malam hari dengan alasan jam malam darurat,Meminta para pencuri untuk pindah beroperasi ke desa tetangga,4,3,5,2,1,"Pelayanan Publik & Sosial Budaya. *Vigilantism* (main hakim sendiri) menghancurkan *Rule of Law* (Pilar Negara). Mengatasinya dengan kolaborasi aparat (Polisi) untuk penertiban, dan Siskamling (Kultural), diiringi solusi akar masalah kriminal (kemiskinan) melalui Dapur Umum/bansos (Sila ke-5).",Pelayanan Publik
104,TKP,"Anda adalah kepala IT rumah sakit. Sistem pendaftaran otomatis Anda (Bot) sering mendiskriminasi pasien miskin yang menggunakan asuransi BPJS dengan menggeser antrean mereka ke belakang, sementara pasien umum/VIP selalu diutamakan secara algoritma tanpa sepengetahuan manajemen. Langkah Anda setelah mengetahui ini...",Mendiamkan sistem tersebut karena rumah sakit memang membutuhkan pemasukan tunai yang besar dari pasien VIP,Menjual algoritma yang menguntungkan ini ke rumah sakit swasta lain,"Membongkar dan mengaudit algoritma (*Algorithmic Bias*), memprogram ulang parameter antrean murni berdasarkan *Triage* medis dan prinsip (*First In First Out*), serta melaporkan kecacatan etis sistem lama ini kepada manajemen puncak",Membuat pintu masuk terpisah untuk pasien BPJS agar mereka tidak merasa didiskriminasi,Menyuruh pasien BPJS untuk mendaftar secara manual saja di luar sistem,4,3,5,2,1,TIK & Pelayanan Publik. Bias Algoritma (*Algorithmic Discrimination*) adalah isu krusial TIK modern. Mengorbankan masyarakat marginal (Sila ke-5) demi efisiensi kapital via mesin (Bot). Membongkar algoritma menjadi FIFO dan Triage Medis adalah *Digital Ethics* paripurna.,TIK
105,TKP,"Dalam seleksi penerimaan beasiswa luar negeri dari negara, seorang kandidat jenius yang dipastikan akan menjadi aset teknologi negara di masa depan diketahui sering mengunggah opini simpati terhadap gerakan terorisme di Timur Tengah di akun anonim miliknya. Sikap Anda sebagai ketua panitia seleksi...",Meluluskannya dengan syarat ia harus mengubah pendapatnya setelah lulus,"Membatalkan kelulusannya secara administratif (karena tidak lolos screening ideologi Pancasila/Deradikalisasi), memberikan catatan *red flag* di database keamanan nasional, karena kompetensi sehebat apa pun tidak berguna jika mengancam pilar NKRI",Menutup mata terhadap akun anonimnya karena Indonesia sangat membutuhkan otaknya untuk kemajuan teknologi,Memaksanya untuk menghapus akun anonim tersebut di depan Anda lalu meluluskannya,Meluluskannya namun Anda menahan separuh dana beasiswanya sebagai hukuman,4,5,3,2,1,Anti-radikalisme & Profesionalisme. *Clearance* Ideologi. Kompetensi kognitif (jenius) gugur jika aspek fundamental kesetiaan konstitusi (Anti-NKRI/simpatisan terorisme) dilanggar. Membantu memberikan aset/ilmu/dana negara kepada simpatisan teroris adalah ancaman mematikan bagi negara di masa depan.,Anti-radikalisme
106,TKP,"Pemerintah daerah mengizinkan pembangunan tempat ibadah bagi kelompok agama minoritas di lingkungan Anda yang 100% homogen. Masyarakat sekitar sangat marah, berencana memblokade jalan, dan menuntut pembatalan izin tersebut. Anda adalah staf kecamatan setempat. Upaya mediasi Anda...",Ikut menolak pembangunan tersebut untuk menjaga perasaan mayoritas warga Anda,Membiarkan warga memblokade jalan karena itu bentuk demokrasi lokal,"Menginisiasi forum dialog antarumat beragama (FKUB), menghadirkan tokoh masyarakat dan aparat hukum, menyosialisasikan jaminan konstitusi atas kebebasan beribadah (Sila Pertama), serta menumbuhkan kesepahaman toleransi berlandaskan Bhinneka Tunggal Ika guna mencegah bentrok fisik",Menyuruh kelompok minoritas tersebut pindah ke daerah lain agar aman,Menggunakan kekerasan aparat untuk memukul mundur warga yang memblokade jalan,4,3,5,2,1,Sosial Budaya & Pilar Negara. Konflik Mayoritarianisme. Konstitusi menjamin kebebasan beribadah minoritas (Sila Ke-1). Mediasi melalui FKUB dan pendekatan *soft power* konstitusi mencegah penindasan mayoritas terhadap minoritas tanpa pertumpahan darah aparat vs warga.,Sosial Budaya
