number,segment,content,option_a,option_b,option_c,option_d,option_e,score_a,score_b,score_c,score_d,score_e,discussion,sub_category
89,TKP,"Seorang warga marah-marah di loket karena NIK-nya ganda sehingga tidak bisa membuka rekening bank. Setelah dicek, ternyata memang ada kesalahan *input* dari sistem pusat sejak 5 tahun lalu. Proses koreksi dari pusat membutuhkan waktu 7-14 hari kerja. Warga tersebut mendesak diselesaikan hari itu juga karena uangnya tertahan. Sikap Anda...","Menjelaskan aturan 7-14 hari, lalu menerbitkan Surat Keterangan Perbaikan NIK Sementara yang bertanda tangan resmi kepala dinas agar dapat ia gunakan sementara ke pihak bank, sambil Anda mengawal tiket pengaduan ke pusat",Menyuruhnya memarahi sistem pusat karena Anda di daerah tidak memiliki wewenang *input*,Meminta uang pelicin kepadanya agar Anda bisa 'menyelinap' ke sistem pusat,Memberikannya surat keterangan palsu agar ia cepat pergi dari loket,Menyuruhnya menunggu 14 hari tanpa memberikan solusi alternatif apa pun,5,4,3,2,1,"Pelayanan Publik & TIK. *Service recovery*. Mengetahui batasan teknis IT pusat, namun memberikan jembatan birokrasi darurat (Surat Keterangan Resmi) agar masalah ekonomi warga di bank tetap tertangani. *Excellent problem solving*.",Pelayanan Publik
90,TKP,"Anda bekerja di bagian verifikasi data. Saat memverifikasi proposal hibah pemuda, Anda mendapati bahwa narasi dan rujukan bibliografi dalam proposal tersebut semuanya mengutip situs-situs yang berafiliasi dengan jaringan separatis ekstrem. Proposal tersebut lolos verifikasi tahap 1 oleh rekan Anda. Tindakan Anda...",Meloloskannya ke tahap berikutnya karena rekan Anda sudah memverifikasi tahap 1,Menghapus bagian yang radikal tersebut secara diam-diam dan meloloskannya,"Menghentikan proses verifikasi, memberikan *flagging* merah pada sistem, menyusun catatan analisis narasi ekstrem, dan berkoordinasi dengan atasan serta aparat terkait mengenai temuan aliran dana hibah ini",Menyebarluaskan nama kelompok pemuda tersebut ke WhatsApp grup kelurahan,Memanggil pemuda tersebut dan mengancamnya dengan kekerasan,4,3,5,2,1,Anti-radikalisme & TIK. Mitigasi logistik kelompok radikal (dana hibah). Penggunaan *flagging* sistem dan analisis intelijen dokumen adalah pertahanan lapis kedua birokrasi terhadap infiltrasi paham anti-Pancasila.,Anti-radikalisme
91,TKP,Instansi Anda baru saja mendapat penghargaan bergengsi tingkat nasional. Atasan langsung mengumpulkan seluruh pegawai dan menuntut semua orang menyisihkan gaji bulanannya untuk menggelar pesta besar-besaran merayakan pencapaian ini demi pencitraan. Anda sedang kesulitan finansial. Sikap Anda...,Meminjam uang ke pinjaman *online* agar bisa ikut menyumbang dan dinilai loyal,Memboikot pesta tersebut dan menghasut rekan lain untuk tidak ikut menyumbang,"Secara sopan dan empat mata menghadap atasan, mengapresiasi penghargaan tersebut, namun menyatakan keberatan atas iuran paksa dan mengusulkan syukuran sederhana yang dianggarkan dari dana operasional sah",Diam-diam tidak menyumbang namun ikut hadir makan-makan dalam pesta tersebut,Melaporkan pungutan liar ini langsung ke KPK agar atasan ditangkap,4,3,5,2,1,Profesionalisme (Integritas). Menolak pungutan liar/iuran tidak sah (gratifikasi internal). Komunikasi asertif (empat mata) dengan menawarkan solusi (syukuran sederhana) mencegah konflik loyalitas sekaligus menjaga prinsip.,Profesionalisme
92,TKP,"Anda adalah ASN penyuluh pertanian. Musim kemarau panjang membuat gagal panen, dan warga desa menyalahkan mitos kutukan penunggu gunung. Mereka berencana mengadakan ritual besar yang memakan biaya miliaran (hasil utang warga), mengabaikan sistem irigasi teknis yang rusak. Pendekatan sosiokultural Anda...",Menertawakan kebodohan warga dan merusak tempat ritual mereka,Meninggalkan desa tersebut karena warga tidak mau mendengar ilmu pengetahuan modern,"Hadir dalam musyawarah desa, tidak menyalahkan kepercayaan mereka, namun mengedukasi korelasi anomali cuaca (El Nino) secara sederhana, dan menggalang kerja bakti gotong royong membetulkan irigasi sebagai bagian dari 'ikhtiar' bersama",Melarang secara paksa ritual tersebut menggunakan aparat kepolisian,Meminjamkan uang Anda kepada mereka untuk membiayai ritual tersebut,4,3,5,2,1,"Sosial Budaya & Pelayanan Publik. Integrasi sains dan kearifan lokal. Tidak menghakimi dogma lokal, melainkan menyisipkan literasi saintifik (El Nino) ke dalam konsep yang dapat diterima (ikhtiar) secara partisipatif.",Sosial Budaya
93,TKP,"Sistem *cloud server* instansi Anda mengalami serangan *Denial of Service* (DDoS) dari luar negeri, membuat seluruh layanan daring (*online*) macet total selama 3 hari. Masyarakat mengeluh di semua platform. Anda ditugaskan sebagai juru bicara krisis. Langkah taktis Anda...",Berbohong kepada publik bahwa sedang ada pemeliharaan sistem rutin yang diperpanjang,Menuduh negara asing tertentu sebagai dalang penyerangan tanpa bukti,"Merilis pernyataan resmi yang jujur mengenai adanya gangguan siber eksternal, memaparkan langkah mitigasi IT yang sedang dikerjakan BSSN, dan mengalihkan seluruh kanal pelayanan ke *hotline* WhatsApp darurat secara parsial",Menyalahkan vendor pembuat aplikasi karena sistem keamanannya mudah dijebol,Menutup seluruh layanan publik sampai sistem benar-benar normal,4,3,5,2,1,"TIK & Pelayanan Publik. Manajemen Komunikasi Krisis Siber. Kejujuran terkontrol (transparansi gangguan), kolaborasi otoritas siber (BSSN), dan penyediaan kanal alternatif (WhatsApp darurat) meredam kemarahan publik dan menjaga *trust*.",TIK
94,TKP,"Rekan kerja Anda, seorang disabilitas pengguna kursi roda, sering kesulitan menjangkau rak arsip yang tinggi di kantor, namun ia terlalu gengsi untuk selalu meminta tolong. Tidak ada anggaran untuk merenovasi ruangan. Inisiatif kolaboratif Anda...",Mengusulkan kepadanya agar ia meminta pindah ke bagian yang tidak perlu mengurus arsip,"Diam-diam merombak susunan ruang arsip sehabis jam kerja, memindahkan dokumen-dokumen yang menjadi *job desc*-nya ke rak tingkat bawah secara permanen agar ia bisa mandiri",Membiarkannya berusaha sendiri karena Anda menghargai kemandiriannya,Mengeluhkan kondisi ruangan tersebut kepada atasan setiap hari tanpa solusi,Mengambilkan arsipnya setiap hari sambil mengomel karena merepotkan,4,5,3,2,1,Jejaring Kerja & Sosial Budaya. Empati inklusif (*inclusivity at work*). Merombak tatanan fisik (*ergonomics*) tanpa biaya agar rekan disabilitas bisa bekerja mandiri (*empowerment*) menghargai harga dirinya tanpa harus terus menerus membantunya.,Jejaring Kerja
95,TKP,"Anda ditunjuk sebagai mentor untuk anak magang (mahasiswa). Salah satu anak magang tersebut adalah keponakan dari Direktur Utama instansi Anda. Ia sering datang siang, bermain *game*, dan menolak diberi tugas dengan alasan 'nanti paman saya yang atur'. Sikap mentoring Anda...",Mengerjakan seluruh tugasnya dan memberinya nilai magang sempurna (A) agar Direktur senang,"Menegurnya secara objektif di ruang tertutup, menetapkan *Key Performance Indicator* (KPI) tertulis, menuntut kedisiplinan tanpa pandang bulu, dan siap melaporkan objektivitas kinerjanya kepada kampus/institusi",Mengasingkannya di sudut ruangan agar ia tidak mengganggu pekerjaan orang lain,Memviralkan kelakuan keponakan Direktur tersebut di media sosial kampus,Menghukumnya dengan memberikan tugas yang sangat berat dan mustahil diselesaikan,4,5,3,2,1,"Profesionalisme & Jejaring Kerja. Integritas Mentoring. Melawan *Nepotisme* dengan matriks terukur (KPI). Objektivitas penilaian harus ditegakkan demi kualitas institusi dan kampus, tanpa mempedulikan *backing* struktural.",Profesionalisme
96,TKP,"Di tengah kondisi ekonomi yang sulit, seorang masyarakat miskin yang rumahnya hampir rubuh datang ke meja Anda untuk mengurus bantuan bedah rumah. Namun, KTP dan KK-nya telah hangus terbakar bulan lalu dan ia belum mengurusnya. SOP Bantuan Sosial mewajibkan KTP/KK fisik. Sikap melayani Anda...",Mengusirnya karena tidak membawa syarat apa pun,Memberikan uang pribadi Anda sebagai pengganti bantuan negara,"Memandunya menuju loket/Seksi Dukcapil terpadu hari itu juga untuk dibuatkan cetak ulang KTP/KK secara *fast-track*, kemudian menahan *slot* kuota bantuan bedah rumah untuknya sampai dokumen selesai dicetak","Menyuruhnya membuat surat keterangan hilang di kepolisian yang jauh letaknya, lalu kembali minggu depan",Memalsukan dokumen KTP/KK-nya di sistem agar bantuannya bisa segera cair,4,3,5,2,1,Pelayanan Publik. *Interoperability* layanan. Menyinergikan layanan antar-sektor (Dukcapil dan Bansos). Mengawal proses dokumen yang hilang sambil menahan slot bansos adalah manifestasi kepedulian tingkat tinggi tanpa melanggar *compliance*.,Pelayanan Publik
97,TKP,"Dalam sebuah grup Telegram diskusi aparatur negara, seorang anggota aktif menyebarkan buku berformat PDF (E-book) bajakan karya penulis lokal terkemuka. Buku tersebut berisi materi persiapan ujian dinas yang kebetulan sangat Anda butuhkan untuk promosi jabatan minggu depan. Sikap Anda...",Mengunduh PDF tersebut dengan diam-diam dan membacanya di rumah,Melaporkan anggota tersebut ke polisi atas tuduhan pelanggaran hak cipta,"Mengingatkan dengan sopan di grup tentang UU Hak Cipta, menahan diri untuk tidak mengunduh bajakan tersebut (integritas), dan membeli buku aslinya secara legal di toko resmi",Keluar dari grup Telegram tersebut agar tidak berdosa,Membagikan ulang PDF tersebut ke grup lain agar lebih banyak yang mendapat manfaat,4,3,5,2,1,"TIK & Profesionalisme. *Digital Ethics* dan Integritas. Menolak pembajakan (*piracy*) hak kekayaan intelektual (HAKI) mencerminkan kepatuhan hukum tertinggi, meskipun ada godaan kebutuhan pribadi mendesak.",TIK
98,TKP,"Instansi Anda memiliki kebijakan larangan ketat menerima gratifikasi. Menjelang hari raya, seorang masyarakat adat dari pelosok mengirimkan hasil bumi (buah-buahan) ke kantor sebagai rasa syukur pasca panen (tradisi adat). Mengembalikannya dianggap penghinaan mematikan bagi adat mereka. Sikap Anda sebagai kepala kantor...",Menyita buah-buahan tersebut untuk Anda bawa pulang sendiri,"Menerimanya sebagai penghormatan adat, lalu melaporkan barang tersebut ke KPK/Unit Pengendalian Gratifikasi, dan setelah mendapat izin/penetapan status, membagikannya ke panti asuhan atau dikonsumsi bersama di kantor",Menolak mentah-mentah di depan utusan adat tersebut dan membacakan UU Tipikor,Menyuruh staf Anda yang menerima agar Anda tidak terlibat secara langsung,Menerimanya dan membuangnya ke tong sampah diam-diam,4,5,3,2,1,"Profesionalisme & Sosial Budaya. Resolusi konflik Gratifikasi vs Tradisi. Menerima untuk menghargai adat, NAMUN menempuh prosedur legal (Lapor UPG/KPK untuk penetapan status barang mudah busuk). Ini menjaga sosiologis masyarakat sekaligus ketaatan hukum.",Sosial Budaya
99,TKP,Anda adalah guru bimbingan konseling. Anda menemukan indikasi bahwa seorang siswa berprestasi mulai menunjukkan ciri-ciri intoleran radikal; ia menolak bergaul dengan teman beda agama dan mengharamkan pemilu. Ia berdalih hal itu adalah kebebasan berpendapatnya. Penanganan komprehensif Anda...,Membiarkan saja selama nilai akademisnya tetap tinggi,Mengeluarkan siswa tersebut dari sekolah agar tidak menularkan pahamnya,"Mengajaknya berdialog menggunakan metode penalaran kritis (Socratic), melibatkan ahli moderasi beragama, serta memanggil orang tuanya untuk mendeteksi darimana paparan tersebut berasal tanpa bersifat menghakimi",Membawa siswa tersebut ke kantor polisi agar diinterogasi,Memaksa siswa tersebut menandatangani surat perjanjian untuk mengubah pikirannya dalam 3 hari,4,3,5,2,1,Anti-radikalisme. Deradikalisasi di instansi pendidikan. Menggunakan *Critical Thinking* (metode sokratik) dan pendekatan tri-pusat pendidikan (ahli moderasi + orang tua) membongkar *echo chamber* radikalisme secara humanis dan fundamental.,Anti-radikalisme
100,TKP,"Instansi Anda kekurangan pegawai IT. Anda, seorang staf administrasi biasa yang memiliki hobi desain web, melihat portal informasi internal kantor sangat kacau dan membingungkan pegawai. Inisiatif kolaboratif Anda...",Mencemooh tim IT karena tidak becus membuat portal internal yang baik,Membuat portal web bayangan sendiri dan menggunakannya secara rahasia,"Menemui Kepala Bagian IT, menawarkan keahlian desain Anda secara pro bono (sukarela) untuk merombak UI/UX portal internal di sela-sela jam istirahat agar instansi menjadi lebih produktif",Meminta kenaikan gaji kepada pimpinan sebelum Anda mau memperbaiki portal tersebut,Menulis keluhan di papan pengumuman bahwa portal internal harus segera diganti,4,3,5,2,1,TIK & Jejaring Kerja. Inisiatif lintas batas (*cross-boundary initiative*). Menawarkan kompetensi ekstranya secara kolaboratif kepada divisi lain (IT) demi *continuous improvement* organisasi tanpa motivasi material sesaat.,TIK
101,TKP,"Sistem absensi instansi Anda belum sepenuhnya digital, masih kombinasi tanda tangan manual. Saat hujan badai parah dan banjir besar, banyak pegawai terlambat berjam-jam. Pimpinan sedang dinas luar. Sebagai Kepala Kepegawaian sementara, kebijakan presensi Anda hari itu...",Mencoret semua nama yang terlambat dengan tinta merah tanpa ampun,Memalsukan tanda tangan pegawai yang belum datang agar mereka tidak terkena sanksi,"Menerapkan kebijakan *force majeure* berdasarkan diskresi kepemimpinan, tidak memberikan sanksi keterlambatan bagi yang terkena dampak langsung badai/banjir, namun memastikan kinerja mereka hari itu tetap terpenuhi",Memarahi semua pegawai yang datang terlambat karena tidak memiliki komitmen,Meliburkan kantor secara sepihak dan menyuruh yang sudah datang untuk pulang kembali,4,3,5,2,1,"Profesionalisme (Kepemimpinan). *Compassionate Leadership*. Bencana alam/hujan badai adalah *force majeure*. Kepemimpinan yang baik memahami krisis (memberi diskresi), namun tetap berorientasi pada hasil (memastikan target harian terpenuhi).",Profesionalisme
102,TKP,Anda adalah anggota tim pengawasan perizinan. Anda diintimidasi oleh sekolompok preman bayaran perusahaan agar mencabut segel pelanggaran di proyek mereka. Mereka mengancam keselamatan keluarga Anda. Langkah perlindungan integritas Anda...,Mencabut segel tersebut karena keselamatan keluarga adalah yang utama,Melawan preman-preman tersebut secara fisik di lokasi kejadian,"Menolak membuka segel, mendokumentasikan ancaman secara rahasia, segera berkoordinasi dengan kepolisian untuk perlindungan keluarga, dan melaporkan *obstruction of justice* ini ke pimpinan puncak serta institusi penegak hukum",Meminta uang damai kepada preman tersebut agar segel bisa dibuka,Bersembunyi dan tidak masuk kantor berhari-hari karena ketakutan,4,3,5,2,1,"Profesionalisme (Integritas). Menghadapi ancaman fisik ekstrem (*obstruction of justice*). Integritas dipertahankan dengan tidak tunduk pada intimidasi, berkoordinasi dengan penegak hukum secara taktis (dokumentasi ancaman), dan mencari perlindungan legal.",Profesionalisme
103,TKP,"Sebuah inovasi teknologi (*Artificial Intelligence*) diluncurkan di instansi Anda yang bisa memangkas waktu kerja dari 5 jam menjadi 15 menit. Namun, algoritma AI ini belum teruji 100% dan kadang menghasilkan eror logika yang fatal. Sebagai staf analis, penggunaan teknologi ini oleh Anda...",Menolak menggunakannya sama sekali karena lebih percaya pada kemampuan manusia,Menggunakan AI tersebut untuk seluruh pekerjaan dan langsung menyerahkan hasilnya ke atasan tanpa dibaca ulang,"Menggunakan AI tersebut sebagai asisten draf awal untuk kecepatan (efisiensi), namun Anda tetap melakukan validasi kritis dan kurasi manual (*human-in-the-loop*) pada setiap hasil akhir sebelum dipublikasikan",Menjual algoritma AI tersebut ke pihak swasta karena sangat canggih,Memboikot penggunaan AI dengan alasan akan mengurangi lahan pekerjaan pegawai,4,3,5,2,1,"TIK & Profesionalisme. *Human-in-the-loop AI*. Menerima inovasi efisiensi TIK, tetapi tidak menyerahkan kewenangan berpikir/validasi analitik secara buta (*black box*). Kurasi manual menjamin akuntabilitas output.",TIK
104,TKP,"Dalam sebuah grup WhatsApp kerja, atasan Anda membagikan sebuah lelucon (*meme*) yang secara implisit merendahkan peran perempuan (seksisme). Banyak rekan pria yang ikut tertawa. Anda sebagai ASN (baik pria maupun wanita) merasa ini melanggar nilai etika. Tindakan Anda...",Ikut membagikan *meme* serupa agar atasan senang,Langsung menegur keras atasan di grup tersebut karena melanggar etika publik,"Menghubungi atasan secara pribadi (japri), menyampaikan apresiasi atas upayanya mencairkan suasana, namun dengan sopan menjelaskan bahwa konten tersebut mungkin kurang nyaman bagi sebagian rekan perempuan, agar beliau lebih bijak ke depannya",Membocorkan *screenshot* grup tersebut ke media sosial aktivis perempuan,Diam saja namun menyimpan kebencian kepada atasan dan rekan kerja,4,3,5,2,1,Sosial Budaya & Jejaring Kerja. Menegur atasan mengenai *micro-aggression/seksisme*. Melakukannya di ruang publik (grup) memicu konfrontasi/rasa malu. Teguran personal (japri) dengan teknik *sandwich* (apresiasi-koreksi) adalah komunikasi organisasi tingkat dewa.,Jejaring Kerja
105,TKP,Instansi Anda akan merelokasi pasar tradisional tua untuk dibangun *mall* modern terintegrasi. Pedagang pasar tradisional menolak direlokasi karena khawatir kehilangan pelanggan tetap dan tidak mampu menyewa kios baru. Anda ditugaskan bernegosiasi. Pendekatan sosiologis Anda...,Membawa pasukan Satpol PP dalam jumlah besar untuk mengintimidasi pedagang,Membiarkan pedagang tetap di sana dan membatalkan proyek miliaran tersebut,"Menggelar forum musyawarah, memetakan kekhawatiran mereka, lalu menawarkan subsidi sewa kios sementara dan pelatihan *digital marketing* agar mereka dapat mempertahankan pelanggan lamanya secara *online* di tempat baru",Membayar preman pasar untuk mengusir para pedagang di malam hari,Menjanjikan kios gratis tanpa persetujuan pimpinan agar pedagang cepat pindah,4,3,5,2,1,Sosial Budaya & Pelayanan Publik. Negosiasi sosial. Menggabungkan solusi ekonomi kompensasi (subsidi) dengan pemberdayaan TIK (*digital marketing*) mengatasi akar ketakutan warga (kehilangan pelanggan).,Sosial Budaya
106,TKP,"Saat masa Pilkada serentak, Anda menyadari bahwa sistem *database* bantuan sosial di instansi Anda sedang diam-diam ditarik datanya oleh seorang admin IT internal untuk diberikan kepada salah satu tim sukses pasangan calon. Tindakan berintegritas Anda...",Membiarkan saja karena salah satu pasangan calon tersebut adalah keluarga Anda,Meminta admin IT tersebut untuk juga memberikan data itu kepada Anda agar bisa dijual ke paslon lawan,"Mendokumentasikan log aktivitas admin tersebut secara forensik, mengamankan salinan *database* (*lock access*), dan melaporkan pencurian data politik ini kepada Inspektorat dan Bawaslu",Memukuli admin IT tersebut saat ia sedang menyalin data,Ikut-ikutan menjadi tim sukses karena imbalannya sangat besar,4,3,5,2,1,"TIK, Integritas, & Netralitas. Melindungi Data Privasi Publik (UU PDP) dari eksploitasi politik. Mengamankan bukti log (*IT forensic*) dan melaporkan pelanggaran netralitas/pencurian data ke pengawas internal (Inspektorat/Bawaslu).",TIK
107,TKP,"Seorang rekan Anda baru saja kembali dari daerah konflik di luar negeri. Anda melihat perubahan perilakunya menjadi sangat eksklusif, sering membaca literatur ekstrem kanan/radikal di meja kerjanya, dan mencoba mempengaruhi rekan lain untuk menolak konstitusi negara. Penanganan dini Anda...",Melaporkannya langsung ke Densus 88 agar ia segera ditangkap,Menyindirnya terus menerus di kantor agar ia merasa tidak nyaman dan keluar,"Melakukan pendekatan persuasif untuk mendengarkan kegelisahannya, membangun benteng dialog rasional, serta melaporkan secara rahasia profil perubahan perilakunya tersebut ke unit intelijen instansi untuk asesmen deradikalisasi komprehensif",Bergabung dengannya untuk mengetahui lebih dalam ajaran yang ia bawa,Menceritakan keanehan rekan tersebut ke seluruh orang di kantor,4,3,5,2,1,Anti-radikalisme. Deteksi infiltrasi. ASN memiliki kewajiban menjaga ideologi negara. Pelaporan ke unit intelijen/keamanan instansi untuk asesmen (*profiling* risiko) dibarengi pendekatan persuasif mencegah paparan menyebar lebih luas.,Anti-radikalisme
108,TKP,"Anda bekerja di bagian loket pendaftaran yang menuntut kecepatan (*SLA 5 menit per warga*). Tiba-tiba, seorang warga Tuna Rungu Ganda (Tuli-Buta) datang sendirian meminta layanan. Tidak ada penerjemah bahasa isyarat taktil di kantor Anda. Sikap Anda menghadapi hambatan komunikasi berat ini...",Menyuruh warga tersebut pulang dan kembali bersama pendamping yang normal,Mengarahkan ke loket pimpinan karena Anda harus mengejar target SLA,"Menjemputnya ke meja khusus, menggunakan metode menulis besar-besar di telapak tangannya (Taktil Sederhana) atau menggunakan aplikasi *Text-to-Speech/Braille* di ponsel Anda sekuat tenaga untuk memahami keperluannya, meski memakan waktu lama",Meninggalkannya dan melayani warga di antrean berikutnya yang normal,Memberikannya surat keterangan penolakan layanan karena fasilitas tidak memadai,4,3,5,2,1,Pelayanan Publik & Sosial Budaya (Inklusi). Prioritas pelayanan bagi difabel melampaui metrik efisiensi waktu (SLA 5 menit). Mencari solusi inovatif (Taktil di telapak tangan / IT ponsel) menunjukkan tingkat *hospitality* dan empati tertinggi.,Pelayanan Publik
109,TKP,"Anda adalah seorang ketua tim. Dalam mengevaluasi anggota tim, ada dua pegawai: Pegawai A sangat taat aturan (birokratis tulen) namun kurang inisiatif inovasi. Pegawai B sangat inovatif dan cepat (agile), namun sering melompati prosedur hierarki sehingga berisiko melanggar SOP. Pendekatan Anda membina keduanya...",Memecat pegawai B karena sering melanggar aturan birokrasi,Memberikan penghargaan hanya kepada Pegawai B karena instansi butuh inovasi,"Melakukan 'Cross-Mentoring' (Mentoring Silang); menugaskan mereka berdua dalam satu proyek, meminta Pegawai A menjadi penjaga gawang kepatuhan (Compliance), dan Pegawai B menjadi motor ide, agar mereka saling belajar menyeimbangkan *agility* dan *SOP*",Membiarkan mereka bekerja dengan gaya masing-masing asal tugas selesai,Mengubah seluruh SOP instansi agar sesuai dengan gaya kerja Pegawai B,4,3,5,2,1,"Jejaring Kerja. Kepemimpinan dan Manajemen Talenta (*Talent Management*). *Cross-mentoring* memanfaatkan kekuatan diferensiasi dua karakter bertolak belakang untuk saling melengkapi (*complementary*), meningkatkan kohesi tim secara organik.",Jejaring Kerja
110,TKP,"Saat masa tanggap darurat bencana, gudang logistik instansi Anda kelebihan muatan bantuan mie instan yang sebentar lagi kedaluwarsa (expired dalam 3 hari). Sesuai aturan pusat, barang sisa tidak boleh dibagikan tanpa surat keputusan (*SK*) menteri yang butuh waktu 1 bulan. Jika didiamkan, barang akan rusak. Inisiatif taktis Anda...",Membiarkan mie instan tersebut kedaluwarsa di gudang agar Anda aman dari sanksi melanggar aturan,Menjual mie instan tersebut dengan harga murah ke pasar untuk keuntungan pribadi,"Berkonsultasi dengan atasan dan Inspektorat daerah untuk menggunakan 'Diskresi Asas Kemanfaatan Darurat', membuat Berita Acara pembagian segera ke panti asuhan/pengungsian, dan menyusun laporan justifikasi ke pusat kemudian",Membuang seluruh mie instan tersebut ke laut agar tidak memenuhi gudang,Membawa pulang mie instan tersebut untuk persediaan keluarga Anda sendiri,4,3,5,2,1,Profesionalisme & Pelayanan Publik. *Calculated Risk* dalam diskresi birokrasi. Membuang barang (mubazir) adalah kerugian negara. Melakukan diskresi untuk asas kemanfaatan (dibagikan sebelum kedaluwarsa) dengan pelindung administrasi (*Berita Acara/Inspektorat*) adalah *Administrative Bravery* (Keberanian Administrasi) level tertinggi.,Profesionalisme
