number,segment,content,option_a,option_b,option_c,option_d,option_e,score_a,score_b,score_c,score_d,score_e,discussion,sub_category
90,TKP,"Sistem *cloud* penyimpanan instansi terkena *ransomware* sehingga semua dokumen terkunci. Padahal, besok pagi ada audit eksternal. Sebagai staf administrasi, apa langkah proaktif Anda?",Pasrah dan menunggu tim IT pusat memulihkan data yang entah kapan selesainya,"Mengumpulkan kembali *hardcopy* dokumen yang tersisa di meja kerja, meminta rekan lain mencari file cadangan di laptop pribadi masing-masing, dan menyusun ulang *backup* darurat untuk audit besok",Menyalahkan tim IT di grup kantor karena sistem keamanan mereka lemah,Menyuap auditor eksternal agar memaklumi kondisi tanpa dokumen,Tidak datang kerja keesokan harinya agar terhindar dari pertanyaan auditor,4,5,3,2,1,TIK & Profesionalisme. Resiliensi (*business continuity*). Respons terbaik saat TIK lumpuh adalah mitigasi manual/*backup* kolektif agar fungsi organisasi (audit) tetap bisa berjalan darurat.,TIK
91,TKP,Anda melihat seorang warga kebingungan di area parkir kantor karena mobilnya mogok. Saat itu hujan gerimis dan jam kerja pelayanan Anda baru akan dimulai 15 menit lagi. Anda sudah berpakaian rapi berseragam. Sikap Anda...,Melihat dari jendela kantor dan berdoa ada satpam yang segera menolongnya,"Menghampiri warga tersebut dengan payung, membantunya mengecek kendaraan sebentar, atau memanggilkan satpam/teknisi untuk menolongnya agar Anda bisa segera bersiap melayani di loket",Ikut mendorong mobilnya di tengah hujan tanpa peduli seragam Anda kotor total dan Anda terlambat membuka loket,Pura-pura tidak melihat dan bergegas masuk ke ruang loket,Memarahi warga karena mobil rongsokan dibawa ke kantor pemerintah,4,5,3,2,1,Pelayanan Publik. Empati yang proporsional. Membantu mengkoordinasikan pertolongan (payung/satpam) menunjukkan *hospitality* tanpa mengorbankan kesiapan dan profesionalitas jam kerja utama Anda.,Pelayanan Publik
92,TKP,"Instansi Anda kekurangan anggaran untuk mengadakan bimbingan teknis tatap muka yang rutin dilakukan setiap tahun. Sebagai kepala sub bagian SDM, terobosan Anda...",Meniadakan sama sekali program pengembangan SDM tahun ini,Mewajibkan pegawai membayar iuran pribadi untuk mendatangkan pemateri,"Mengubah format menjadi *Webinar* (seminar daring) interaktif secara internal, memanfaatkan pegawai berprestasi sebagai narasumber (peer-teaching) untuk efisiensi anggaran",Memaksa atasan untuk mencari utang dari bank demi program tatap muka,Menurunkan target kinerja tahunan karena staf tidak mendapat pelatihan,4,3,5,2,1,TIK & Profesionalisme. *Agile leadership*. Inovasi pemanfaatan teknologi (webinar) dan pemberdayaan SDM internal (*peer-teaching*) adalah solusi *low-cost high-impact* mengatasi ketiadaan anggaran.,TIK
93,TKP,Seorang rekan kerja sering pulang mendahului jam kerja resmi dengan alasan menjemput anak sekolah. Atasan tidak pernah tahu karena rekan tersebut selalu titip presensi wajah (menggunakan foto) kepada staf honorer. Sikap Anda...,Meniru tindakannya karena terbukti aman dan tidak ketahuan atasan,Melaporkannya langsung ke polisi atas tindakan pidana pemalsuan dokumen,"Mengingatkan rekan tersebut secara personal tentang integritas dan keberkahan gaji, serta memperingatkan staf honorer untuk berhenti membantunya. Jika berulang, baru Anda laporkan ke pimpinan",Meminta uang suap kepadanya agar Anda tutup mulut,Menyindirnya terus-menerus di grup WhatsApp kantor,4,3,5,2,1,"Profesionalisme (Integritas). Menegur sesama rekan (*peer correction*) adalah langkah elegan awal. Pemalsuan presensi (fraud TIK) harus dihentikan, peringatan keras diberikan sebelum eskalasi hierarkis.",Profesionalisme
94,TKP,Daerah tempat Anda bertugas rawan terjadi konflik antarwarga akibat perbedaan dukungan politik pasca Pemilu. Suasana di kantor kelurahan pun ikut terbelah menjadi dua kubu pegawai yang saling bermusuhan secara dingin. Anda sebagai lurah baru akan...,Memihak kepada kubu mayoritas agar posisi Anda aman dari gangguan,Membiarkan situasi tersebut karena itu adalah hak kebebasan berekspresi secara politik,"Memanggil seluruh aparatur untuk *coaching* netralitas ASN, memberikan teguran lisan, dan memfokuskan kembali energi kantor pada target pelayanan publik melalui *team building*",Memecat semua pegawai yang terbukti terafiliasi politik untuk memberi efek jera,Menutup kelurahan sampai warga dan pegawai berdamai dengan sendirinya,4,3,5,2,1,Jejaring Kerja & Profesionalisme. *Conflict resolution*. Pemimpin harus menegakkan aturan (netralitas ASN) dan menyatukan kembali tim (*team building*) dengan mengalihkan fokus kembali ke tugas utama pelayanan.,Jejaring Kerja
95,TKP,"Anda adalah guru CPNS di sekolah negeri. Kepala sekolah secara sepihak memotong dana Bantuan Operasional Sekolah (BOS) yang seharusnya untuk buku perpustakaan, lalu dialihkan untuk merenovasi ruang kerja pribadinya menjadi lebih mewah. Sikap Anda...",Mendiamkan saja karena atasan pasti tahu apa yang terbaik untuk sekolah,Memprovokasi siswa untuk demo menuntut kepala sekolah mundur,"Mengkonsolidasikan bukti bersama guru-guru lain, melakukan audiensi persuasif dengan kepala sekolah, dan melaporkannya ke Dinas Pendidikan/Inspektorat daerah jika tidak ada iktikad baik pengembalian dana",Meminta bagian dari pemotongan dana tersebut agar Anda bisa membeli laptop baru,Menyabotase ruang kerja baru kepala sekolah tersebut di malam hari,4,3,5,2,1,"Profesionalisme (Integritas). Korupsi/penyalahgunaan wewenang atasan harus dilawan secara kolektif (konsolidasi rekan), prosedural (audiensi), dan dilaporkan ke pengawas (*Whistleblowing*).",Profesionalisme
96,TKP,"Program kerja Anda menuntut kolaborasi dengan dinas kebersihan. Namun, Kepala Dinas Kebersihan tersebut memiliki rekam jejak kurang kooperatif dengan dinas Anda karena rivalitas masa lalu antar pimpinan. Strategi Anda menjalin jejaring kerja...",Meminta walikota langsung untuk memaksa Kepala Dinas Kebersihan tersebut bekerja sama,Menghindari kolaborasi dan mengerjakan tugas kebersihan tersebut dengan staf dinas Anda sendiri seadanya,"Membangun komunikasi informal terlebih dahulu, menawarkan program yang membawa keuntungan/prestasi bagi kedua belah pihak (win-win solution), serta meyakinkan bahwa rivalitas masa lalu sudah berakhir",Menyerang dinas kebersihan di media massa agar mereka tertekan dan mau bekerja sama,Membuat laporan palsu seolah-olah kolaborasi telah berjalan lancar,4,3,5,2,1,"Jejaring Kerja. Menembus ego sektoral membutuhkan pendekatan diplomatik (komunikasi informal) dan visi yang menguntungkan kedua belah pihak (*win-win solution*), bukan paksaan hierarkis.",Jejaring Kerja
97,TKP,Sebuah akun anonim di internet menyebarkan data pribadi Anda (Doxing) lengkap dengan narasi fitnah bahwa Anda adalah pengikut sekte sesat. Keluarga Anda panik dan rekan kantor mulai menjaga jarak. Manajemen krisis pribadi Anda...,Membalas dendam dengan mencari tahu alamat IP pelaku dan menyebarkan balik datanya,"Menangis, mengurung diri, dan tidak masuk kerja berhari-hari","Secara tenang melaporkan akun tersebut ke polisi (Cybercrime), mengklarifikasi fakta kepada pimpinan dan keluarga, lalu fokus kembali bekerja secara profesional tanpa membalas emosi di media sosial",Membuat video klarifikasi sambil marah-marah dan memaki pelaku di YouTube,Membayar preman (*hacker* bayaran) untuk meretas dan menghancurkan ponsel pelaku,4,3,5,2,1,TIK & Profesionalisme. Menghadapi krisis *cyberbullying* butuh resiliensi tinggi. Jalur hukum resmi (polisi) dan komunikasi internal (pimpinan/keluarga) adalah cara elegan tanpa menjadi *toxic* di ruang publik.,TIK
98,TKP,Rekan satu tim Anda mengalami musibah kebakaran rumah. Ia harus mengurus keluarganya sehingga sering izin dan tidak fokus bekerja. Target tim bulan ini sangat ketat dan memengaruhi bonus seluruh anggota. Respons Anda sebagai rekan setim...,Menghadap atasan dan memintanya untuk dikeluarkan dari tim agar target tidak terhambat,"Mengajak rekan lain patungan bantuan finansial darurat, lalu membagi ulang beban kerjanya secara kolektif sementara waktu agar target tim tetap tercapai dan ia bisa fokus *recovery*",Membiarkan saja beban kerjanya menumpuk agar ia sadar dan segera kembali bekerja,Memarahinya karena masalah pribadinya merugikan finansial seluruh tim,Mengerjakan pekerjaannya sambil mengeluh dan mengungkit kebaikan Anda setiap hari kepadanya,4,5,3,2,1,Jejaring Kerja & Sosial Budaya. Empati sosial dan kolaborasi tim (*team spirit*). Bantuan moral-material diikuti dengan *back-up* pekerjaan kolektif menunjukkan kekompakan organisasi tingkat tinggi.,Jejaring Kerja
99,TKP,"Instansi Anda memiliki aplikasi pengaduan internal (*Whistleblowing*). Anda memergoki dua orang rekan kerja senior memanipulasi absensi kehadiran bulanan. Anda tahu jika Anda melapor, atasan akan tahu itu dari Anda karena hanya Anda yang ada di ruangan saat itu. Sikap Anda...",Mendiamkannya untuk menjaga keharmonisan hubungan kerja dengan senior,"Menasihati mereka berdua secara tegas, jika mereka tidak mau mengoreksi absensi tersebut, Anda tetap berani melaporkannya melalui sistem pengaduan resmi demi menegakkan integritas",Meniru tindakan mereka karena terbukti absensi bisa dimanipulasi dengan mudah,Menulis surat kaleng tanpa bukti agar tidak ada yang curiga,Meminta imbalan uang tutup mulut karena Anda tidak ingin repot,4,5,3,2,1,Profesionalisme (Integritas). Penegakan integritas seringkali tidak nyaman (berisiko dimusuhi). Konfrontasi etis (*warning*) dan keberanian melapor lewat jalur resmi adalah tindakan Bintang 5.,Profesionalisme
100,TKP,"Sistem pendaftaran antrean di rumah sakit umum daerah tempat Anda bekerja berbasis *website*. Seorang bapak tua dari pelosok datang subuh-subuh karena tidak tahu cara mendaftar *online*, namun kuota hari itu di sistem sudah penuh. Sikap melayani Anda...",Menyuruhnya pulang dan datang lagi besok setelah dibantu anaknya mendaftar online,Memarahinya karena tidak membaca pengumuman di puskesmas desa,"Berempati pada kondisinya, memasukkan datanya ke daftar tunggu manual darurat (jika ada pasien yang batal), serta mengajarinya/anaknya cara mendaftar *online* untuk kunjungan berikutnya",Meminta dokter untuk menambah jam periksa secara paksa demi bapak tersebut,Menggunakan kuota pasien VIP pejabat untuk bapak tersebut,4,3,5,2,1,"Pelayanan Publik & TIK. *Customer centric*. Empati tidak berarti menabrak sistem, tapi mencari *loophole* legal (daftar tunggu/pasien batal) sembari mengedukasi pasien agar mandiri digital di masa depan.",Pelayanan Publik
101,TKP,"Seseorang memposting pamflet donasi kemanusiaan di grup komunitas. Namun, Anda menyadari bahwa nomor rekening tujuan dan logo yayasan tersebut terafiliasi dengan organisasi yang telah dilarang pemerintah karena mendanai gerakan radikalisme/terorisme. Tindakan Anda...",Menyumbang sedikit saja karena niat Anda baik untuk kemanusiaan,Mengabaikannya karena Anda tidak tertarik menyumbang,"Mengirim pesan pribadi ke penyebar pamflet untuk mengingatkan latar belakang yayasan tersebut, lalu melaporkan tautan/rekening tersebut ke Densus 88/BNPT/OJK agar segera diblokir",Langsung menuduh penyebar pamflet sebagai teroris di dalam grup tersebut,Keluar dari grup komunitas tersebut agar tidak terlibat masalah hukum,4,3,5,2,1,Anti-radikalisme. Pendanaan terorisme (UU TPPT) bersembunyi di balik kedok donasi kemanusiaan. Melaporkan rekening mencurigakan ke instansi berwenang memotong urat nadi logistik radikalisme.,Anti-radikalisme
102,TKP,"Anda mendapat tugas belajar (S2) ke luar negeri dengan beasiswa negara. Setelah lulus, perusahaan asing di sana menawari Anda gaji 10x lipat lebih besar dibanding gaji ASN di Indonesia jika Anda mau menetap dan melepas status ASN. Keputusan Anda...",Menerima tawaran tersebut karena itu adalah rezeki dan hak asasi manusia untuk maju,Mengambil cuti di luar tanggungan negara selama bertahun-tahun sambil bekerja di luar negeri,"Menolak secara profesional, dan kembali ke Indonesia untuk mengabdi membangun instansi sesuai perjanjian tugas belajar, mengaplikasikan ilmu modern yang didapat",Menerima tawaran asing tersebut sambil tetap menerima gaji ASN dari Indonesia secara diam-diam,Menghina perusahaan asing tersebut karena mencoba menyuap patriotisme Anda,4,3,5,2,1,Profesionalisme & Bela Negara. ASN yang disekolahkan negara memiliki kontrak moral dan legal (*Return of Investment*). Pengabdian (kembali ke tanah air) menunjukkan integritas yang tidak bisa dibeli dengan nominal uang.,Profesionalisme
103,TKP,"Dalam perumusan kebijakan baru, Anda diminta mencari literatur referensi dari internet. Anda menemukan dua artikel jurnal: satu sangat mendukung kebijakan atasan (namun datanya manipulatif), dan satu lagi sangat objektif/kredibel (namun menyimpulkan kebijakan atasan tidak efektif). Sikap Anda...",Hanya memberikan jurnal yang mendukung atasan agar beliau senang,Menyerahkan jurnal yang objektif dengan memberikan catatan *executive summary* yang rasional mengenai mitigasi risiko agar atasan bisa merevisi kebijakan menjadi lebih baik,Tidak menyerahkan dua-duanya dan berpura-pura tidak menemukan referensi,Merekayasa data jurnal objektif tersebut agar kesimpulannya mendukung atasan,Membocorkan kelemahan kebijakan atasan ke media massa menggunakan jurnal tersebut,4,5,3,2,1,Profesionalisme. ASN adalah teknokrat (*evidence-based policy maker*). Mengedepankan kebenaran ilmiah (integritas akademik) dan memberikan masukan konstruktif walau bertentangan dengan selera atasan.,Profesionalisme
104,TKP,"Saat Anda sedang presentasi *Zoom* dengan pimpinan lintas kementerian, koneksi internet di kantor Anda tiba-tiba terputus parah (*down*). Anda adalah narasumber utama. Tindakan darurat TIK Anda...",Menyalahkan *provider* internet dan menunda rapat sampai minggu depan,"Panik, menangis, dan berlari ke ruang IT untuk memarahi teknisi","Bergegas melakukan '*Tethering Hotspot*' dari paket data ponsel pribadi Anda yang berbeda *provider*, segera bergabung kembali ke *Zoom*, meminta maaf atas kendala, dan melanjutkan presentasi","Meninggalkan kantor dan mencari kafe terdekat, meskipun perjalanan memakan waktu 30 menit",Meminta staf Anda yang tidak menguasai materi untuk menggantikan presentasi lewat telepon,4,3,5,2,1,"TIK & Profesionalisme. Mitigasi teknologi (*contingency plan*). Menggunakan *tethering hotspot* pribadi menunjukkan kesiapan (resiliensi), kecepatan bertindak, dan dedikasi pada kelancaran tugas institusi.",TIK
105,TKP,Masyarakat mengeluhkan rumitnya alur birokrasi di instansi Anda yang membutuhkan 5 meja pelayanan untuk satu dokumen. Anda sebagai Kepala Seksi Inovasi memiliki visi untuk menyederhanakannya. Langkah konkret Anda...,Mengurangi jumlah pegawai secara massal agar birokrasi terlihat ramping,Memarahi pegawai di 5 meja tersebut setiap hari agar mereka bekerja lebih cepat,"Membuat peta jalan integrasi pelayanan menjadi 1 loket (*One Stop Service*) berbasis sistem informasi terpadu, dan mensosialisasikan SOP baru tersebut kepada seluruh *stakeholder* internal",Menyerahkan wewenang penyederhanaan kepada konsultan swasta yang berbiaya mahal,Mendiamkan saja karena sistem 5 meja tersebut merupakan warisan pendahulu yang harus dihormati,4,3,5,2,1,Pelayanan Publik & TIK. *Reformasi birokrasi*. Memangkas jalur birokrasi melalui inovasi *One Stop Service* (integrasi IT) adalah tindakan visioner yang berdampak sistemik pada kepuasan masyarakat.,Pelayanan Publik
106,TKP,"Dalam perjalanan dinas ke daerah pedalaman yang berbeda provinsi, sopir mobil dinas Anda tidak sengaja menabrak hewan ternak peliharaan warga. Warga adat berkerumun dan menuntut ganti rugi ratusan juta rupiah yang tidak masuk akal sesuai 'hukum adat' mereka. Sikap Anda sebagai pejabat negara...",Lari meninggalkan sopir dan mobil dinas tersebut demi keselamatan Anda sendiri,Mengeluarkan senjata/ancaman dan menantang warga adat tersebut,"Tetap tenang di dalam mobil, menelpon aparat keamanan setempat (Polsek/Koramil), sambil membuka dialog diplomatis dengan tetua adat secara hormat tanpa menjanjikan nominal uang sebelum polisi datang",Langsung membayar tuntutan ratusan juta tersebut menggunakan uang proyek negara agar aman,Memprovokasi sopir untuk menabrak kerumunan dan melarikan diri,4,3,5,2,1,"Sosial Budaya & Jejaring Kerja. Manajemen konflik antarbudaya di situasi krisis. Tetap tenang, mengutamakan keselamatan via koordinasi aparat (Polsek), dan berdiplomasi dengan elit lokal (tetua adat) menunjukkan kematangan *leadership*.",Sosial Budaya
107,TKP,Anda adalah guru PPKn. Seorang siswa sangat cerdas selalu mendebat Anda di kelas. Ia berpendapat bahwa dasar negara harus diganti dengan sistem keagamaan (Khilafah/Teokrasi) karena sistem saat ini penuh korupsi. Pendekatan edukatif Anda...,Mengeluarkan siswa tersebut dari kelas dan memberinya nilai rapor merah,Mempermalukannya di depan kelas agar teman-temannya menertawakannya,"Mengajaknya berdiskusi secara kritis, memberikan pemahaman historis mengapa *Founding Fathers* memilih Pancasila sebagai konsensus pemersatu bangsa majemuk, dan memisahkan antara kelemahan oknum koruptor dengan keunggulan sistem ideologi",Melaporkan siswa tersebut ke polisi atas tuduhan tindakan makar,Membenarkan pendapatnya di dalam kelas karena Anda juga benci koruptor,4,3,5,2,1,Anti-radikalisme. Pendekatan edukasi di bangku sekolah harus bernuansa pembinaan pedagogis. Menjelaskan perbedaan antara 'oknum yang salah' dan 'ideologi negara yang final' meluruskan logika berpikir radikal sejak dini.,Anti-radikalisme
108,TKP,"Instansi Anda baru menerima bantuan hibah komputer canggih, namun pegawai di divisi tersebut mayoritas hampir pensiun dan lamban mengetik. Akibatnya, banyak komputer menganggur dan pelayanan tetap lambat. Inisiatif Anda...",Mengusulkan agar komputer tersebut dijual saja untuk tambahan tunjangan pegawai,Menyindir pegawai senior tersebut setiap hari karena menyia-nyiakan fasilitas negara,"Mendesain pelatihan TIK dasar (mengetik/Office) yang ramah lansia secara rutin setiap Jumat sore, dibimbing oleh staf muda, agar produktivitas mereka meningkat bertahap",Mengambil alih paksa komputer tersebut untuk dibawa pulang ke rumah Anda,Meminta atasan memberhentikan pegawai senior tersebut dan merekrut lulusan IT baru,4,3,5,2,1,TIK & Jejaring Kerja. Menjembatani *gap* generasi (*digital divide*) di tempat kerja. Mentoring kolaboratif (muda mengajari senior) meningkatkan produktivitas organisasi secara inklusif tanpa harus bersikap diskriminatif.,TIK
109,TKP,"Anda baru saja menerima SPPD (Surat Perintah Perjalanan Dinas) untuk rapat koordinasi 3 hari di hotel bintang lima. Ternyata, rapat hanya berlangsung 2 jam di hari pertama. Mayoritas peserta dari daerah lain memanfaatkan waktu sisanya untuk jalan-jalan keliling kota dan *shopping* menggunakan uang harian SPPD. Anda akan...",Ikut memborong suvenir untuk keluarga karena mumpung dibiayai negara,Segera kembali ke daerah asal setelah rapat selesai untuk menghemat uang negara (mengembalikan sisa SPPD) dan kembali bekerja produktif di kantor,Menginap di hotel tersebut sampai hari ke-3 sekadar untuk menikmati fasilitas mewahnya tanpa keluar jalan-jalan,Merekam kegiatan *shopping* rekan-rekan lain dan memeras mereka,Menghabiskan uang SPPD tersebut untuk berpesta di klub malam,4,5,3,2,1,Profesionalisme (Integritas). Perjalanan dinas fiktif (pemborosan anggaran) adalah *fraud* birokrasi klasik. Integritas tertinggi adalah kembali bertugas saat substansi pekerjaan usai dan mengembalikan sisa uang muka perjalanan.,Profesionalisme
110,TKP,"Saat pandemi/wabah kembali merebak, pemerintah menginstruksikan aplikasi pelacakan kontak (*contact tracing*). Banyak warga menolak *install* dengan alasan teori konspirasi chip penyadapan. Anda sebagai abdi negara...",Menghapus aplikasi tersebut dari ponsel Anda karena ragu akan keamanannya,Ikut menyebarkan teori konspirasi tersebut di grup keluarga agar waspada,"Memulai dari diri sendiri dan keluarga inti untuk meng-*install*, lalu aktif memberikan edukasi positif terkait privasi data dan urgensi medis aplikasi tersebut di lingkungan RT/RW tempat tinggal Anda",Memarahi tetangga yang tidak mau meng-*install* aplikasi tersebut,Tidak peduli asalkan Anda sudah divaksin dan sehat walafiat,4,3,5,2,1,"TIK, Sosial Budaya, & Pelayanan Publik. ASN adalah *role model* kebijakan pemerintah. Mengedukasi lingkungan sekitar (*influencing*) menangkal konspirasi kesehatan publik menunjukkan loyalitas aktif pada program negara.",TIK
